cell_lon,cell_lat,n_events,n_categories,n_recent,recency,frequency,diversity,frequency_n,recency_n,diversity_n,risk_index
25,5,492,2,491.0,0.9979674796747967,6.20050917404269,2,1.0,0.9979674796747967,0.25,0.849390243902439
20,5,404,2,403.0,0.9975247524752475,6.003887067106539,2,0.9642983142984194,0.9975247524752475,0.25,0.831406582891784
-95,30,369,2,364.0,0.986449864498645,5.91350300563827,2,0.9478868160937932,0.986449864498645,0.25,0.8198783673964902
30,5,310,2,310.0,1.0,5.739792912179234,2,0.9163453823430066,1.0,0.25,0.8081726911715033
-85,25,227,3,209.0,0.920704845814978,5.429345628954441,3,0.8599758748379311,0.920704845814978,0.5,0.806199391163459
130,-15,277,2,275.0,0.9927797833935018,5.627621113690637,2,0.8959777728375232,0.9927797833935018,0.25,0.7958228214368122
140,-20,131,3,128.0,0.9770992366412213,4.882801922586371,3,0.7607371273187314,0.9770992366412213,0.5,0.773498334651732
100,15,114,3,112.0,0.9824561403508771,4.74493212836325,3,0.735703400756673,0.9824561403508771,0.5,0.7625885424835995
-85,30,133,3,124.0,0.9323308270676691,4.897839799950911,3,0.7634676319382454,0.9323308270676691,0.5,0.7614330640894235
90,20,76,4,70.0,0.9210526315789473,4.343805421853684,4,0.6628687646851295,0.9210526315789473,0.75,0.7577501718162489
95,15,166,2,166.0,1.0,5.117993812416755,2,0.8034421265740381,1.0,0.25,0.751721063287019
125,-20,293,1,291.0,0.9931740614334471,5.683579767338681,1,0.9061384729538883,0.9931740614334471,0.0,0.7510214549069782
-125,35,468,2,320.0,0.6837606837606838,6.150602768446279,2,0.9909382376434546,0.6837606837606838,0.25,0.7505973239499324
135,-20,172,2,169.0,0.9825581395348837,5.153291594497779,2,0.8098513261368768,0.9825581395348837,0.25,0.7496931049289035
-90,30,290,1,287.0,0.9896551724137931,5.673323267171493,1,0.9042761475466741,0.9896551724137931,0.0,0.7490346254974749
15,-10,269,1,269.0,1.0,5.598421958998375,1,0.8906759323689258,1.0,0.0,0.7453379661844629
130,-20,229,1,229.0,1.0,5.438079308923196,1,0.8615616939613318,1.0,0.0,0.7307808469806658
20,-5,125,2,124.0,0.992,4.836281906951478,2,0.7522902491781729,0.992,0.25,0.7237451245890865
-100,30,211,2,174.0,0.8246445497630331,5.356586274672012,2,0.8467645852280362,0.8246445497630331,0.25,0.720775657542928
-95,35,202,1,199.0,0.9851485148514851,5.313205979041787,1,0.838887802172635,0.9851485148514851,0.0,0.714988455541763
-115,30,411,2,245.0,0.5961070559610706,6.021023349349527,2,0.9674098370679898,0.5961070559610706,0.25,0.7125370353223162
-120,30,246,3,143.0,0.5813008130081301,5.5093883366279774,3,0.8745096403264275,0.5813008130081301,0.5,0.7116450640656528
20,-10,179,1,179.0,1.0,5.19295685089021,1,0.8170535504394322,1.0,0.0,0.7085267752197161
-5,5,101,2,100.0,0.9900990099009901,4.624972813284271,2,0.7139217718713853,0.9900990099009901,0.25,0.7039905889059896
120,-20,121,2,113.0,0.9338842975206612,4.804021044733257,2,0.7464324787508071,0.9338842975206612,0.25,0.7033815286316019
20,-20,93,2,93.0,1.0,4.543294782270004,2,0.6990910723257729,1.0,0.25,0.6995455361628865
-100,35,170,1,167.0,0.9823529411764705,5.14166355650266,1,0.8077399635627661,0.9823529411764705,0.0,0.6985758641343243
-95,45,112,2,105.0,0.9375,4.727387818712341,2,0.7325177903552375,0.9375,0.25,0.6975088951776187
25,-10,156,1,156.0,1.0,5.056245805348308,1,0.7922302238261311,1.0,0.0,0.6961151119130655
30,-15,84,2,84.0,1.0,4.442651256490317,2,0.6808167104990425,1.0,0.25,0.6904083552495213
-125,40,416,2,214.0,0.5144230769230769,6.0330862217988015,2,0.969600154767017,0.5144230769230769,0.25,0.6891270004604316
-60,-20,144,1,144.0,1.0,4.976733742420574,1,0.7777928102292356,1.0,0.0,0.6888964051146178
30,0,49,3,48.0,0.9795918367346939,3.912023005428146,3,0.5844678139329368,0.9795918367346939,0.5,0.6861114579868764
-50,-15,136,1,136.0,1.0,4.919980925828125,1,0.7674879098686621,1.0,0.0,0.683743954934331
-120,40,357,1,252.0,0.7058823529411765,5.8805329864007,1,0.9419002803845761,0.7058823529411765,0.0,0.682714846074641
25,-5,36,4,32.0,0.8888888888888888,3.6109179126442243,4,0.5297946159226661,0.8888888888888888,0.75,0.6815639746279997
140,-15,79,2,78.0,0.9873417721518988,4.382026634673881,2,0.6698087865804446,0.9873417721518988,0.25,0.681106924935792
-85,35,100,3,75.0,0.75,4.61512051684126,3,0.7121328398101425,0.75,0.5,0.6810664199050712
15,5,75,2,75.0,1.0,4.330733340286331,2,0.6604951997037787,1.0,0.25,0.6802475998518893
15,-5,71,2,71.0,1.0,4.276666119016055,2,0.6506779366776225,1.0,0.25,0.6753389683388114
25,-15,122,1,122.0,1.0,4.812184355372417,1,0.7479147329859238,1.0,0.0,0.6739573664929619
110,50,117,1,117.0,1.0,4.770684624465665,1,0.7403794137249307,1.0,0.0,0.6701897068624654
30,-10,67,2,67.0,1.0,4.219507705176107,2,0.6402993899418916,1.0,0.25,0.6701496949709458
95,20,70,2,69.0,0.9857142857142858,4.2626798770413155,2,0.6481383828964672,0.9857142857142858,0.25,0.6697834771625193
15,-15,112,1,112.0,1.0,4.727387818712341,1,0.7325177903552375,1.0,0.0,0.6662588951776187
115,50,112,1,112.0,1.0,4.727387818712341,1,0.7325177903552375,1.0,0.0,0.6662588951776187
-125,45,203,3,99.0,0.4876847290640394,5.318119993844216,3,0.839780065076044,0.4876847290640394,0.5,0.6661954512572338
-120,45,411,2,181.0,0.44038929440389296,6.021023349349527,2,0.9674098370679898,0.44038929440389296,0.25,0.6658217068551628
35,-20,65,2,64.0,0.9846153846153847,4.189654742026425,2,0.6348788341140726,0.9846153846153847,0.25,0.6628240324416518
-55,-15,106,1,106.0,1.0,4.672828834461906,1,0.7226112353993441,1.0,0.0,0.6613056176996721
145,-25,61,2,60.0,0.9836065573770492,4.127134385045092,2,0.6235266918261101,0.9836065573770492,0.25,0.6568453131261698
-105,35,152,1,132.0,0.868421052631579,5.030437921392435,1,0.7875441538008789,0.868421052631579,0.0,0.6542983926899131
-15,10,56,2,56.0,1.0,4.04305126783455,2,0.6082592884286135,1.0,0.25,0.6541296442143067
0,5,35,3,34.0,0.9714285714285714,3.58351893845611,3,0.5248196434729637,0.9714285714285714,0.5,0.6538383931650532
-70,5,59,2,58.0,0.9830508474576272,4.0943445622221,2,0.6175728753052796,0.9830508474576272,0.25,0.653701691889928
15,-20,97,1,97.0,1.0,4.584967478670572,1,0.7066577978197359,1.0,0.0,0.653328898909868
125,-15,78,2,70.0,0.8974358974358975,4.3694478524670215,2,0.6675247924972983,0.8974358974358975,0.25,0.6529931654794184
0,10,64,2,61.0,0.953125,4.174387269895637,2,0.632106640793776,0.953125,0.25,0.651990820396888
-60,-25,53,2,53.0,1.0,3.9889840465642745,2,0.5984420254024574,1.0,0.25,0.6492210127012288
10,5,51,2,51.0,1.0,3.9512437185814275,2,0.5915893202366252,1.0,0.25,0.6457946601183127
-90,40,51,2,51.0,1.0,3.9512437185814275,2,0.5915893202366252,1.0,0.25,0.6457946601183127
-65,-20,57,2,55.0,0.9649122807017544,4.060443010546419,2,0.611417196467426,0.9649122807017544,0.25,0.6451822824442394
-50,-10,79,1,79.0,1.0,4.382026634673881,1,0.6698087865804446,1.0,0.0,0.6349043932902223
5,10,45,2,45.0,1.0,3.828641396489095,2,0.5693277869948633,1.0,0.25,0.6346638934974317
-120,35,307,1,179.0,0.5830618892508144,5.730099782973574,1,0.9145853510944468,0.5830618892508144,0.0,0.6322112423224677
20,-15,79,1,78.0,0.9873417721518988,4.382026634673881,1,0.6698087865804446,0.9873417721518988,0.0,0.6311069249357919
-110,30,202,2,108.0,0.5346534653465347,5.313205979041787,2,0.838887802172635,0.5346534653465347,0.25,0.6298399406902779
35,-15,72,1,72.0,1.0,4.290459441148391,1,0.6531824610122601,1.0,0.0,0.6265912305061301
-115,35,247,1,155.0,0.6275303643724697,5.5134287461649825,1,0.8752432782354276,0.6275303643724697,0.0,0.6258807484294546
-105,40,99,1,88.0,0.8888888888888888,4.605170185988092,1,0.7103261071375957,0.8888888888888888,0.0,0.6218297202354646
125,50,65,1,65.0,1.0,4.189654742026425,1,0.6348788341140726,1.0,0.0,0.6174394170570363
-50,-25,36,2,36.0,1.0,3.6109179126442243,2,0.5297946159226661,1.0,0.25,0.6148973079613331
20,0,63,1,63.0,1.0,4.1588830833596715,1,0.6292914660232938,1.0,0.0,0.6146457330116468
-100,45,50,2,45.0,0.9,3.9318256327243257,2,0.5880634786667265,0.9,0.25,0.6140317393333633
105,10,38,2,37.0,0.9736842105263158,3.6635616461296463,2,0.5393534089614601,0.9736842105263158,0.25,0.6117819676386249
-70,-15,60,1,60.0,1.0,4.110873864173311,1,0.6205741855461483,1.0,0.0,0.6102870927730741
-5,10,59,1,59.0,1.0,4.0943445622221,1,0.6175728753052796,1.0,0.0,0.6087864376526397
5,5,33,2,33.0,1.0,3.5263605246161616,2,0.5144410967372328,1.0,0.25,0.6072205483686164
135,-15,42,2,39.0,0.9285714285714286,3.7612001156935624,2,0.5570821272987436,0.9285714285714286,0.25,0.6071124922208004
-65,-15,56,1,56.0,1.0,4.04305126783455,1,0.6082592884286135,1.0,0.0,0.6041296442143067
25,0,55,1,55.0,1.0,4.02535169073515,1,0.6050454853191856,1.0,0.0,0.6025227426595927
20,-25,34,2,33.0,0.9705882352941176,3.5553480614894135,2,0.5197045126716775,0.9705882352941176,0.25,0.601028726924074
-110,35,189,1,117.0,0.6190476190476191,5.247024072160486,1,0.8268708134655882,0.6190476190476191,0.0,0.5991496924470798
-105,45,69,1,63.0,0.9130434782608695,4.248495242049359,1,0.6455628058763364,0.9130434782608695,0.0,0.596694446416429
-90,10,74,4,29.0,0.3918918918918919,4.31748811353631,4,0.6580901958624304,0.3918918918918919,0.75,0.5966126654987828
-110,55,51,1,51.0,1.0,3.9512437185814275,1,0.5915893202366252,1.0,0.0,0.5957946601183126
-60,-15,51,1,51.0,1.0,3.9512437185814275,1,0.5915893202366252,1.0,0.0,0.5957946601183126
-60,-10,51,1,51.0,1.0,3.9512437185814275,1,0.5915893202366252,1.0,0.0,0.5957946601183126
-105,55,128,1,92.0,0.71875,4.859812404361672,1,0.7565628024328961,0.71875,0.0,0.593906401216448
-115,40,187,1,113.0,0.6042780748663101,5.236441962829949,1,0.8249493655304317,0.6042780748663101,0.0,0.5937581052251089
-90,35,28,2,28.0,1.0,3.367295829986474,2,0.48555890326276724,1.0,0.25,0.5927794516313837
105,15,21,3,19.0,0.9047619047619048,3.091042453358316,3,0.4353981589799203,0.9047619047619048,0.5,0.5891276509185316
135,-25,47,1,47.0,1.0,3.871201010907891,1,0.5770555547481289,1.0,0.0,0.5885277773740645
130,-25,46,1,46.0,1.0,3.8501476017100584,1,0.5732327791211141,1.0,0.0,0.5866163895605571
-110,45,115,1,83.0,0.7217391304347827,4.7535901911063645,1,0.7372754896720847,0.7217391304347827,0.0,0.5851594839664771
145,-20,20,3,18.0,0.9,3.044522437723423,3,0.4269512808393616,0.9,0.5,0.5834756404196808
-55,-10,44,1,44.0,1.0,3.8066624897703196,1,0.5653369640301146,1.0,0.0,0.5826684820150573
-125,60,43,1,43.0,1.0,3.784189633918261,1,0.561256452184579,1.0,0.0,0.5806282260922895
-100,25,37,3,26.0,0.7027027027027027,3.6375861597263857,3,0.5346369064991199,0.7027027027027027,0.5,0.5781292640603708
-110,40,133,1,87.0,0.6541353383458647,4.897839799950911,1,0.7634676319382454,0.6541353383458647,0.0,0.5779744174728821
-55,-20,41,1,41.0,1.0,3.7376696182833684,1,0.5528095740440204,1.0,0.0,0.5764047870220101
-150,60,69,1,58.0,0.8405797101449275,4.248495242049359,1,0.6455628058763364,0.8405797101449275,0.0,0.5749553159816465
80,15,25,2,24.0,0.96,3.258096538021482,2,0.46573102703196645,0.96,0.25,0.5708655135159832
125,45,38,1,38.0,1.0,3.6635616461296463,1,0.5393534089614601,1.0,0.0,0.56967670448073
-120,60,37,1,37.0,1.0,3.6375861597263857,1,0.5346369064991199,1.0,0.0,0.5673184532495599
115,55,36,1,36.0,1.0,3.6109179126442243,1,0.5297946159226661,1.0,0.0,0.5648973079613331
30,10,20,2,20.0,1.0,3.044522437723423,2,0.4269512808393616,1.0,0.25,0.5634756404196808
-10,5,23,2,22.0,0.9565217391304348,3.1780538303479458,2,0.45119726154347,0.9565217391304348,0.25,0.5625551525108655
100,20,23,2,22.0,0.9565217391304348,3.1780538303479458,2,0.45119726154347,0.9565217391304348,0.25,0.5625551525108655
120,-25,34,1,34.0,1.0,3.5553480614894135,1,0.5197045126716775,1.0,0.0,0.5598522563358388
-105,30,66,2,42.0,0.6363636363636364,4.204692619390966,2,0.6376093387335867,0.6363636363636364,0.25,0.5597137602758843
-10,40,48,2,35.0,0.7291666666666666,3.8918202981106265,2,0.580799504615077,0.7291666666666666,0.25,0.5591497523075385
125,40,22,2,21.0,0.9545454545454546,3.1354942159291497,2,0.4434694937902045,0.9545454545454546,0.25,0.5580983832587387
120,55,33,1,33.0,1.0,3.5263605246161616,1,0.5144410967372328,1.0,0.0,0.5572205483686163
15,10,33,1,33.0,1.0,3.5263605246161616,1,0.5144410967372328,1.0,0.0,0.5572205483686163
-45,-10,32,1,32.0,1.0,3.4965075614664802,1,0.509020540909414,1.0,0.0,0.5545102704547069
-50,-20,18,2,18.0,1.0,2.9444389791664403,2,0.408778613294461,1.0,0.25,0.5543893066472305
30,-5,21,2,20.0,0.9523809523809523,3.091042453358316,2,0.4353981589799203,0.9523809523809523,0.25,0.5534133652042459
-100,40,21,2,20.0,0.9523809523809523,3.091042453358316,2,0.4353981589799203,0.9523809523809523,0.25,0.5534133652042459
10,-20,21,2,20.0,0.9523809523809523,3.091042453358316,2,0.4353981589799203,0.9523809523809523,0.25,0.5534133652042459
20,40,31,2,26.0,0.8387096774193549,3.4657359027997265,2,0.5034331728186351,0.8387096774193549,0.25,0.553329489635124
80,25,26,2,23.0,0.8846153846153846,3.295836866004329,2,0.47258373219779864,0.8846153846153846,0.25,0.5516764814835148
130,45,30,1,30.0,1.0,3.4339872044851463,1,0.49766839862145124,1.0,0.0,0.5488341993107256
-80,35,38,2,29.0,0.7631578947368421,3.6635616461296463,2,0.5393534089614601,0.7631578947368421,0.25,0.5486240729017827
25,-30,20,2,19.0,0.95,3.044522437723423,2,0.4269512808393616,0.95,0.25,0.5484756404196808
120,60,29,1,29.0,1.0,3.4011973816621555,1,0.4917145821006209,1.0,0.0,0.5458572910503104
-65,5,19,2,18.0,0.9473684210526315,2.995732273553991,2,0.41809220017112714,0.9473684210526315,0.25,0.5432566264013531
-160,65,28,1,28.0,1.0,3.367295829986474,1,0.48555890326276724,1.0,0.0,0.5427794516313836
100,10,15,2,15.0,1.0,2.772588722239781,2,0.3775748796139763,1.0,0.25,0.5387874398069882
-20,10,18,3,14.0,0.7777777777777778,2.9444389791664403,3,0.408778613294461,0.7777777777777778,0.5,0.5377226399805638
125,-25,26,1,26.0,1.0,3.295836866004329,1,0.47258373219779864,1.0,0.0,0.5362918660988993
120,45,26,1,26.0,1.0,3.295836866004329,1,0.47258373219779864,1.0,0.0,0.5362918660988993
-80,30,38,2,27.0,0.7105263157894737,3.6635616461296463,2,0.5393534089614601,0.7105263157894737,0.25,0.5328345992175721
35,10,24,1,24.0,1.0,3.2188758248682006,1,0.458609520728278,1.0,0.0,0.529304760364139
90,25,13,2,13.0,1.0,2.6390573296152584,2,0.35332889890986785,1.0,0.25,0.526664449454934
10,-10,16,2,15.0,0.9375,2.833213344056216,2,0.3885828035325741,0.9375,0.25,0.525541401766287
115,-35,43,1,35.0,0.813953488372093,3.784189633918261,1,0.561256452184579,0.813953488372093,0.0,0.5248142726039173
130,50,22,1,22.0,1.0,3.1354942159291497,1,0.4434694937902045,1.0,0.0,0.5217347468951022
30,-25,12,2,12.0,1.0,2.5649493574615367,2,0.33987273382730765,1.0,0.25,0.5199363669136539
10,10,12,2,12.0,1.0,2.5649493574615367,2,0.33987273382730765,1.0,0.25,0.5199363669136539
-55,-25,12,2,12.0,1.0,2.5649493574615367,2,0.33987273382730765,1.0,0.25,0.5199363669136539
15,-35,15,2,14.0,0.9333333333333333,2.772588722239781,2,0.3775748796139763,0.9333333333333333,0.25,0.5187874398069882
-45,-15,21,1,21.0,1.0,3.091042453358316,1,0.4353981589799203,1.0,0.0,0.5176990794899601
140,-25,21,1,21.0,1.0,3.091042453358316,1,0.4353981589799203,1.0,0.0,0.5176990794899601
30,-20,21,1,21.0,1.0,3.091042453358316,1,0.4353981589799203,1.0,0.0,0.5176990794899601
-95,50,32,1,28.0,0.875,3.4965075614664802,1,0.509020540909414,0.875,0.0,0.517010270454707
-115,55,55,1,39.0,0.7090909090909091,4.02535169073515,1,0.6050454853191856,0.7090909090909091,0.0,0.5152500153868655
-15,5,17,2,15.0,0.8823529411764706,2.8903717578961645,2,0.39896135026830487,0.8823529411764706,0.25,0.5141865574870936
145,-30,20,1,20.0,1.0,3.044522437723423,1,0.4269512808393616,1.0,0.0,0.5134756404196807
-75,-40,100,3,19.0,0.19,4.61512051684126,3,0.7121328398101425,0.19,0.5,0.5130664199050713
125,35,9,3,8.0,0.8888888888888888,2.302585092994046,3,0.29223390696646845,0.8888888888888888,0.5,0.5127836201499009
-160,60,23,1,22.0,0.9565217391304348,3.1780538303479458,1,0.45119726154347,0.9565217391304348,0.0,0.5125551525108655
-105,50,40,2,25.0,0.625,3.713572066704308,2,0.5484340578517714,0.625,0.25,0.5117170289258857
-65,-10,19,1,19.0,1.0,2.995732273553991,1,0.41809220017112714,1.0,0.0,0.5090461000855635
-90,45,19,1,19.0,1.0,2.995732273553991,1,0.41809220017112714,1.0,0.0,0.5090461000855635
25,-20,19,1,19.0,1.0,2.995732273553991,1,0.41809220017112714,1.0,0.0,0.5090461000855635
-95,15,17,4,9.0,0.5294117647058824,2.8903717578961645,4,0.39896135026830487,0.5294117647058824,0.75,0.5083042045459172
25,-25,10,2,10.0,1.0,2.3978952727983707,2,0.3095398657752615,1.0,0.25,0.5047699328876307
35,-5,18,2,15.0,0.8333333333333334,2.9444389791664403,2,0.408778613294461,0.8333333333333334,0.25,0.5043893066472306
15,40,24,2,18.0,0.75,3.2188758248682006,2,0.458609520728278,0.75,0.25,0.504304760364139
-80,50,17,1,17.0,1.0,2.8903717578961645,1,0.39896135026830487,1.0,0.0,0.4994806751341524
125,55,17,1,17.0,1.0,2.8903717578961645,1,0.39896135026830487,1.0,0.0,0.4994806751341524
-155,65,25,1,22.0,0.88,3.258096538021482,1,0.46573102703196645,0.88,0.0,0.49686551351598324
75,25,9,2,9.0,1.0,2.302585092994046,2,0.29223390696646845,1.0,0.25,0.4961169534832342
-115,45,188,1,52.0,0.2765957446808511,5.241747015059643,1,0.8259126311076666,0.2765957446808511,0.0,0.4959350389580886
-125,55,57,1,36.0,0.631578947368421,4.060443010546419,1,0.611417196467426,0.631578947368421,0.0,0.4951822824442393
-75,15,10,3,8.0,0.8,2.3978952727983707,3,0.3095398657752615,0.8,0.5,0.4947699328876307
25,40,10,3,8.0,0.8,2.3978952727983707,3,0.3095398657752615,0.8,0.5,0.4947699328876307
75,15,16,1,16.0,1.0,2.833213344056216,1,0.3885828035325741,1.0,0.0,0.49429140176628705
-100,55,80,1,42.0,0.525,4.394449154672439,1,0.6720644073319512,0.525,0.0,0.4935322036659756
95,10,19,1,18.0,0.9473684210526315,2.995732273553991,1,0.41809220017112714,0.9473684210526315,0.0,0.49325662640135304
-110,50,19,1,18.0,0.9473684210526315,2.995732273553991,1,0.41809220017112714,0.9473684210526315,0.0,0.49325662640135304
-145,65,19,1,18.0,0.9473684210526315,2.995732273553991,1,0.41809220017112714,0.9473684210526315,0.0,0.49325662640135304
-100,15,13,5,5.0,0.38461538461538464,2.6390573296152584,5,0.35332889890986785,0.38461538461538464,1.0,0.4920490648395493
-120,65,15,1,15.0,1.0,2.772588722239781,1,0.3775748796139763,1.0,0.0,0.48878743980698813
-115,60,15,1,15.0,1.0,2.772588722239781,1,0.3775748796139763,1.0,0.0,0.48878743980698813
90,55,15,1,15.0,1.0,2.772588722239781,1,0.3775748796139763,1.0,0.0,0.48878743980698813
20,10,15,1,15.0,1.0,2.772588722239781,1,0.3775748796139763,1.0,0.0,0.48878743980698813
10,-15,8,2,8.0,1.0,2.1972245773362196,2,0.2731030570636462,1.0,0.25,0.4865515285318231
-105,20,8,2,8.0,1.0,2.1972245773362196,2,0.2731030570636462,1.0,0.25,0.4865515285318231
45,-20,11,2,10.0,0.9090909090909091,2.4849066497880004,2,0.32533896833881126,0.9090909090909091,0.25,0.4853967568966783
10,45,13,3,9.0,0.6923076923076923,2.6390573296152584,3,0.35332889890986785,0.6923076923076923,0.5,0.4843567571472416
100,0,7,3,6.0,0.8571428571428571,2.0794415416798357,3,0.2517165864093175,0.8571428571428571,0.5,0.4830011503475159
-85,20,7,3,6.0,0.8571428571428571,2.0794415416798357,3,0.2517165864093175,0.8571428571428571,0.5,0.4830011503475159
-110,25,14,1,14.0,1.0,2.70805020110221,1,0.3658562888959621,1.0,0.0,0.48292814444798104
75,20,14,1,14.0,1.0,2.70805020110221,1,0.3658562888959621,1.0,0.0,0.48292814444798104
25,-35,13,2,11.0,0.8461538461538461,2.6390573296152584,2,0.35332889890986785,0.8461538461538461,0.25,0.48051060330108775
-120,55,30,1,23.0,0.7666666666666667,3.4339872044851463,1,0.49766839862145124,0.7666666666666667,0.0,0.47883419931072563
-70,-10,13,1,13.0,1.0,2.6390573296152584,1,0.35332889890986785,1.0,0.0,0.4766644494549339
80,20,10,2,9.0,0.9,2.3978952727983707,2,0.3095398657752615,0.9,0.25,0.47476993288763075
35,35,10,2,9.0,0.9,2.3978952727983707,2,0.3095398657752615,0.9,0.25,0.47476993288763075
25,10,10,2,9.0,0.9,2.3978952727983707,2,0.3095398657752615,0.9,0.25,0.47476993288763075
140,65,12,1,12.0,1.0,2.5649493574615367,1,0.33987273382730765,1.0,0.0,0.4699363669136538
-15,15,12,1,12.0,1.0,2.5649493574615367,1,0.33987273382730765,1.0,0.0,0.4699363669136538
35,-10,12,1,12.0,1.0,2.5649493574615367,1,0.33987273382730765,1.0,0.0,0.4699363669136538
-95,40,12,1,12.0,1.0,2.5649493574615367,1,0.33987273382730765,1.0,0.0,0.4699363669136538
15,45,15,1,14.0,0.9333333333333333,2.772588722239781,1,0.3775748796139763,0.9333333333333333,0.0,0.4687874398069881
-85,40,10,3,7.0,0.7,2.3978952727983707,3,0.3095398657752615,0.7,0.5,0.4647699328876307
40,35,6,3,5.0,0.8333333333333334,1.9459101490553132,3,0.22747060570520916,0.8333333333333334,0.5,0.46373530285260456
35,5,6,2,6.0,1.0,1.9459101490553132,2,0.22747060570520916,1.0,0.25,0.46373530285260456
30,-30,9,2,8.0,0.8888888888888888,2.302585092994046,2,0.29223390696646845,0.8888888888888888,0.25,0.4627836201499009
20,45,9,2,8.0,0.8888888888888888,2.302585092994046,2,0.29223390696646845,0.8888888888888888,0.25,0.4627836201499009
130,65,11,1,11.0,1.0,2.4849066497880004,1,0.32533896833881126,1.0,0.0,0.4626694841694056
130,55,11,1,11.0,1.0,2.4849066497880004,1,0.32533896833881126,1.0,0.0,0.4626694841694056
115,60,11,1,11.0,1.0,2.4849066497880004,1,0.32533896833881126,1.0,0.0,0.4626694841694056
90,15,13,3,8.0,0.6153846153846154,2.6390573296152584,3,0.35332889890986785,0.6153846153846154,0.5,0.4612798340703186
5,45,21,3,10.0,0.47619047619047616,3.091042453358316,3,0.4353981589799203,0.47619047619047616,0.5,0.46055622234710303
120,10,23,3,10.0,0.43478260869565216,3.1780538303479458,3,0.45119726154347,0.43478260869565216,0.5,0.4560334133804307
-150,65,24,1,18.0,0.75,3.2188758248682006,1,0.458609520728278,0.75,0.0,0.45430476036413897
130,30,20,4,6.0,0.3,3.044522437723423,4,0.4269512808393616,0.3,0.75,0.4534756404196808
45,35,5,2,5.0,1.0,1.791759469228055,2,0.19948067513415244,1.0,0.25,0.4497403375670762
45,40,5,2,5.0,1.0,1.791759469228055,2,0.19948067513415244,1.0,0.25,0.4497403375670762
85,25,5,2,5.0,1.0,1.791759469228055,2,0.19948067513415244,1.0,0.25,0.4497403375670762
-65,-30,5,2,5.0,1.0,1.791759469228055,2,0.19948067513415244,1.0,0.25,0.4497403375670762
165,-20,29,3,10.0,0.3448275862068966,3.4011973816621555,3,0.4917145821006209,0.3448275862068966,0.5,0.44930556691237944
150,-25,8,2,7.0,0.875,2.1972245773362196,2,0.2731030570636462,0.875,0.25,0.4490515285318231
5,50,8,2,7.0,0.875,2.1972245773362196,2,0.2731030570636462,0.875,0.25,0.4490515285318231
-65,-35,8,2,7.0,0.875,2.1972245773362196,2,0.2731030570636462,0.875,0.25,0.4490515285318231
-155,60,28,1,19.0,0.6785714285714286,3.367295829986474,1,0.48555890326276724,0.6785714285714286,0.0,0.4463508802028122
-80,0,21,3,9.0,0.42857142857142855,3.091042453358316,3,0.4353981589799203,0.42857142857142855,0.5,0.4462705080613887
-75,50,9,1,9.0,1.0,2.302585092994046,1,0.29223390696646845,1.0,0.0,0.4461169534832342
115,45,9,1,9.0,1.0,2.302585092994046,1,0.29223390696646845,1.0,0.0,0.4461169534832342
-110,60,9,1,9.0,1.0,2.302585092994046,1,0.29223390696646845,1.0,0.0,0.4461169534832342
155,65,9,1,9.0,1.0,2.302585092994046,1,0.29223390696646845,1.0,0.0,0.4461169534832342
-100,50,123,1,29.0,0.23577235772357724,4.820281565605037,1,0.7493849850307688,0.23577235772357724,0.0,0.44542419983245757
120,50,12,1,11.0,0.9166666666666666,2.5649493574615367,1,0.33987273382730765,0.9166666666666666,0.0,0.4449363669136538
-85,10,23,4,5.0,0.21739130434782608,3.1780538303479458,4,0.45119726154347,0.21739130434782608,0.75,0.44081602207608284
0,40,21,2,12.0,0.5714285714285714,3.091042453358316,2,0.4353981589799203,0.5714285714285714,0.25,0.4391276509185315
145,65,8,1,8.0,1.0,2.1972245773362196,1,0.2731030570636462,1.0,0.0,0.4365515285318231
70,30,8,1,8.0,1.0,2.1972245773362196,1,0.2731030570636462,1.0,0.0,0.4365515285318231
140,-40,11,1,10.0,0.9090909090909091,2.4849066497880004,1,0.32533896833881126,0.9090909090909091,0.0,0.43539675689667834
-75,0,4,2,4.0,1.0,1.6094379124341003,2,0.16637561376180962,1.0,0.25,0.4331878068809048
-165,65,7,2,6.0,0.8571428571428571,2.0794415416798357,2,0.2517165864093175,0.8571428571428571,0.25,0.43300115034751585
-75,5,7,2,6.0,0.8571428571428571,2.0794415416798357,2,0.2517165864093175,0.8571428571428571,0.25,0.43300115034751585
-80,5,7,2,6.0,0.8571428571428571,2.0794415416798357,2,0.2517165864093175,0.8571428571428571,0.25,0.43300115034751585
-60,-30,7,2,6.0,0.8571428571428571,2.0794415416798357,2,0.2517165864093175,0.8571428571428571,0.25,0.43300115034751585
105,20,7,2,6.0,0.8571428571428571,2.0794415416798357,2,0.2517165864093175,0.8571428571428571,0.25,0.43300115034751585
20,-35,11,2,8.0,0.7272727272727273,2.4849066497880004,2,0.32533896833881126,0.7272727272727273,0.25,0.43085130235122376
25,35,11,2,8.0,0.7272727272727273,2.4849066497880004,2,0.32533896833881126,0.7272727272727273,0.25,0.43085130235122376
150,-35,9,2,7.0,0.7777777777777778,2.302585092994046,2,0.29223390696646845,0.7777777777777778,0.25,0.42945028681656755
-75,35,15,3,7.0,0.4666666666666667,2.772588722239781,3,0.3775748796139763,0.4666666666666667,0.5,0.4287874398069881
25,45,7,1,7.0,1.0,2.0794415416798357,1,0.2517165864093175,1.0,0.0,0.42585829320465873
